"ID_REF"	"GSM710733"	"GSM710735"	"GSM710737"
"AC003681.1"	6.01727882658892	6.07543840848985	5.9990852596037
"AC003682.1"	3.05022570767901	3.23719822994839	3.18609067035545
"AC003958.2"	3.14543616216668	3.15357958145777	3.23963719355807
"AC003973.1"	3.67438884505737	3.45284283870087	3.49912991336824
"AC003986.1"	5.36347766817555	5.37245375262007	5.63391607749114
"AC003991.1"	6.76651402452199	6.31776502796732	4.20055160325679
"AC004009.2"	4.32822565736594	4.02723933117362	4.12570174880002
"AC004009.3"	3.1819606998248	3.19636945051335	3.23833429767122
"AC004023.1"	3.65942783106921	3.0824883839568	3.77096942762017
"AC004039.1"	4.12959763233572	4.47400250461368	4.65764667697082
"AC004069.1"	11.4485662018036	11.9868565154457	11.5908073275527
"AC004076.2"	5.18297558509444	4.65680893765127	4.73949219110455
"AC004080.1"	5.17906627157838	4.6490235963471	4.8957995099544
"AC004080.2"	5.82122743552587	5.56350322341803	6.21793270175938
"AC004080.6"	5.48946825024191	5.7188157632434	5.61655392954841
"AC004130.2"	6.40424877707494	5.81768344309424	6.32549533380011
"AC004148.1"	7.96580112524985	8.26824757008807	6.84833588580378
"AC004156.1"	4.8846069732099	4.90440113978921	5.30996749546884
"AC004158.1"	3.28833031201352	3.31341697993229	3.35325373629223
"AC004160.1"	4.23623939484789	4.51307651828497	4.5809112822536
"AC004221.1"	9.50665069339727	9.23577827198711	8.79033042236754
"AC004231.3"	3.55823791646565	3.26785646526477	3.25822905084336
"AC004232.2"	5.74837490278825	6.86511454357055	4.5471919248309
"AC004233.2"	5.80118346281576	5.67353709594859	6.14682395626739
"AC004241.1"	6.3830347579105	6.23367062828368	6.63915134792768
"AC004241.4"	4.49644902198155	4.18851561763636	4.57768776354775
"AC004241.5"	3.67355111813246	3.60784411190558	3.9524238008831
"AC004264.1"	5.28126295895759	5.49085149605413	5.29414156328864
"AC004408.1"	5.24739170986851	4.88690620195902	5.59046260633797
"AC004408.2"	6.45582243239988	6.07440490341866	6.85911363991293
"AC004461.2"	4.84993611036554	4.39458579330435	4.88232813944516
"AC004477.1"	9.89816669759964	9.95789115553503	9.74290357561919
"AC004490.1"	4.22446501393765	4.07351881744892	4.62455599301078
"AC004510.2"	4.75299247193664	4.79414913613319	5.31649057868626
"AC004522.3"	5.93359938310053	5.70850486731588	6.49892764844866
"AC004528.1"	4.11390533208641	3.7709293194052	4.01229073551815
"AC004540.1"	4.4430482915564	4.24074129005763	4.85869874473431
"AC004542.1"	8.92101766307019	9.01523699768501	8.48434925768019
"AC004543.1"	10.9214215538857	10.5768415343903	9.97645122889225
"AC004590.1"	3.53015018708234	3.4153906395934	3.63811280859
"AC004593.1"	3.719156014531	3.81905036921879	4.06517016624913
"AC004623.1"	3.10174150475543	2.82578717893476	3.02688080551713
"AC004687.1"	7.42940966220024	8.0631422713768	6.41468511577448
"AC004690.2"	3.40725099659438	3.17390338395601	3.52311058483502
"AC004707.1"	3.89033492054701	3.77077352441933	4.29863192904098
"AC004771.3"	7.77808088228519	7.07661748559417	6.52048601280362
"AC004784.1"	4.65859779649742	4.56907587466725	4.66656833265647
"AC004801.3"	3.71388091969705	3.85084668785787	3.72210149572376
"AC004803.1"	5.02155431901172	4.91443797150103	5.02317089852646
"AC004812.2"	5.93173627890835	5.60939204672568	5.69132549814338
"AC004816.1"	4.45986476530076	3.75726045800929	4.55218755576942
"AC004817.1"	3.85881053193117	3.75652393352715	3.88614347977551
"AC004817.2"	4.24176875235225	4.0842672569094	4.87771791820663
"AC004825.2"	4.70082741545983	4.4123672809786	4.63129730484521
"AC004830.2"	3.49569653824192	3.50355947216094	4.00309414548033
"AC004832.1"	4.92084559663291	4.72241256916156	4.87308204015091
"AC004835.1"	6.41469108010314	6.03935924278267	6.19035859852529
"AC004836.1"	3.69364083966245	3.8823334068148	3.65992448068681
"AC004839.2"	5.18945400721432	4.97382438695045	5.16971695067915
"AC004846.1"	5.25563742141592	4.69880829028057	5.4524603045731
"AC004846.2"	6.43911561674131	5.31257764293146	6.26788896471924
"AC004847.1"	5.6643772247544	5.1986896648264	5.04224208506042
"AC004852.2"	3.23214842720201	3.13289457281679	3.44507709550098
"AC004882.3"	11.645054862578	11.8272696175452	12.3115945843628
"AC004900.1"	7.27772806923282	7.22848021264288	6.89394066031138
"AC004908.1"	4.3125331641522	4.33458558967298	4.3125331641522
"AC004917.1"	4.88259788211447	4.93178864801346	5.49838783217735
"AC004918.1"	7.89429745048788	7.27847053447113	7.46696968266294
"AC004918.3"	6.28310985168977	5.77829935195525	5.96391106053197
"AC004938.2"	4.88567106029356	4.49221651947145	4.33513471299236
"AC004943.2"	5.19596897690034	5.21645445964218	5.17898075769068
"AC004944.1"	3.46426403740489	3.59411220935483	3.72087558450063
"AC004947.1"	4.30050336701933	4.05129406961507	4.43329174694662
"AC004948.1"	3.34188243297719	3.17386199226174	2.9487855279035
"AC004951.1"	9.86253838786743	8.72404914307929	7.27292471151024
"AC004967.2"	7.75533783458662	7.48739979961852	7.27661475974807
"AC004972.1"	3.19565274563157	3.23044190973113	3.02165685216186
"AC004982.1"	3.38903436183469	3.1245618196811	3.15673107226614
"AC005005.3"	5.83073070965919	5.1173861032564	5.96594860335927
"AC005009.1"	3.4802338549668	3.25428125837799	3.00192723910437
"AC005014.2"	3.8877672254059	4.19094876823599	3.80948812240172
"AC005034.5"	7.1301403785948	7.48936115708525	6.83066639304223
"AC005037.1"	6.5551345862905	7.06937233603274	6.53874732705223
"AC005041.4"	4.25495902849994	4.0097917785925	4.53322876444945
"AC005041.5"	9.93916333801081	9.95604135565085	10.3048572080072
"AC005062.1"	6.91083296070207	6.86943244893104	6.91209723269855
"AC005064.1"	3.2512675866358	3.1677147088964	3.3818558387042
"AC005072.1"	7.57924448259309	6.78052185553726	5.38157261184076
"AC005076.1"	6.48100577271683	6.23092618887359	6.51173277842756
"AC005082.2"	8.33217112816788	8.12229582182722	8.04673901528507
"AC005083.1"	6.57505557453384	6.06274505013432	6.40325472664034
"AC005162.2"	4.06849004425292	4.03384277113673	4.62749596596518
"AC005165.1"	3.98502236524561	4.33334534288764	4.13973516992206
"AC005180.2"	4.10044763859582	3.44796700761413	3.81720216124605
