"ID_REF"	"GSM1431110"	"GSM1431111"	"GSM1431112"	"GSM1431113"	"GSM1431114"	"GSM1431115"
"LINC02595"	3.3319310652855	3.32399360833915	3.14603019098275	3.32659281295339	3.22006917138428	3.35303336442074
"LINC02600"	4.9464306947659	4.96653316853721	5.04017296420352	5.20626946286204	4.99280556429917	4.95181280674169
"LINC02604"	4.47562072882962	4.19928572912093	4.45297948132971	4.38990649825161	4.46453534555441	4.38289730032549
"LINC02606"	3.95084674742388	4.06738169686136	4.17769405760014	3.85017277904209	3.86407345384885	3.96708469831524
"LINC02609"	2.86063145217867	3.03741799416226	3.03702733054757	2.75189485693405	2.73897105762528	2.77962144963577
"LINC02610"	4.79387647395564	5.00191439894342	5.18246290599723	4.98654201429396	5.44996048397567	5.03273745470212
"LINC02615"	3.61922247908418	3.32113488539579	3.53897672923836	3.47597733621461	3.68377621247329	3.60526869185785
"LINC02616"	3.88991712551046	3.97158135502789	4.02409337686632	3.96183209316621	3.69520738588464	4.04350640854833
"LINC02619"	2.81696829822633	2.87762913895312	2.82795854954978	2.91312823321696	2.89346108230396	2.87471046393542
"LINC02620"	3.24074117092789	3.22451103556072	3.48133887614246	3.20089387193818	3.22831708839118	3.21133801930673
"LINC02622"	3.803741503413	4.3585524415813	4.19243564821906	4.10052750171072	4.09986916415772	4.22915274201819
"LINC02623"	3.82019480142628	4.20296233622197	3.91533424841888	4.06253394950433	3.9186411982807	3.68557226339781
"LINC02624"	3.29470400896561	3.44353876915745	3.37287447306988	3.32101456437699	3.40656955218839	3.25230778922817
"LINC02632"	3.21834231914123	3.32399360833915	3.13984601734978	3.17065124371591	3.18114080397764	3.03910624041015
"LINC02637"	6.10139852808165	6.21481456044635	6.48446627706893	6.20434000196151	6.15091449404369	6.08398421785222
"LINC02642"	4.20840224288001	4.45064771946229	4.63359465794422	4.43801468850633	4.6461364602735	4.46746726879324
"LINC02653"	3.8217786843806	3.48105948240151	3.65927210639947	3.55834421790652	3.42445803053914	3.72662252624657
"LINC02656"	3.77999686955084	3.80385672345617	7.05963148237565	4.04537977300591	4.22185421117668	3.84828306574333
"LINC02667"	4.03104617562569	4.53733502449082	4.1326057997496	4.38890162910993	4.45205750436039	4.33235438432145
"LINC02670"	2.99770447954474	2.99716953017663	3.08443976605125	3.0500841721374	3.04634169419156	3.13645398475564
"LINC02673"	4.32049180903131	4.3017276212962	3.8987304412102	4.45304156457331	4.42372794023069	4.1448186524987
"LINC02683"	3.71193960895643	3.99868766461396	3.88909518492555	3.73699834251995	4.04817554002775	4.07291542074638
"LINC02685"	4.48246658179213	4.31611310899078	4.37394770610253	4.50257192495568	4.6098936863306	4.61392159448986
"LINC02688"	5.09447358238756	5.5212257436162	5.69642391517575	5.14664636108935	5.27923117771798	4.94020544395278
"LINC02693"	4.41821268805729	4.69002001519332	4.51461372212141	4.68505912287775	4.6625665291558	4.64819364457299
"LINC02696"	3.87206834497058	3.86454343498538	4.11312713302183	3.94443128696573	3.83371377348929	3.93919544885113
"LINC02703"	4.4500432134834	4.41324665642639	4.5811040029535	4.50489772914173	4.58236719499505	4.46744644308595
"LINC02708"	3.87237163619409	3.91795894063238	4.23657229691625	4.07443941063505	3.95547392417035	4.19373408247215
"LINC02709"	4.05242617986566	3.98561355307104	4.11688417106005	3.94375489536712	4.11251915991328	4.13696945184648
"LINC02712"	3.38464326551847	2.98751353616849	2.86237562661398	3.28029405756332	3.23691668314583	3.66426618724606
"LINC02716"	5.3628023036094	5.46893598667172	5.40499682285307	5.67893292498425	5.40179713655614	5.58068616301945
"LINC02718"	3.39369163821645	3.41569780103739	3.23558800260424	3.23270860552335	3.33985171645359	3.32584419939927
"LINC02724"	4.11009860629713	3.6088660273637	3.5344722986273	3.72930560891719	3.80307458264535	3.57431942995664
"LINC02727"	3.63653868357688	3.66597652558532	3.68369897773209	3.5158370300894	3.3428575793091	3.63288806303372
"LINC02728"	3.41746205076302	3.40347290725148	3.17585288831185	3.43309401308655	3.36100138526956	3.30351153072775
"LINC02731"	3.69362586537563	4.00725936529296	3.79550522196939	3.90730981173493	4.05346431832512	3.78028131070347
"LINC02743"	4.12386249912232	3.4150851380768	3.4150851380768	3.34972389306675	3.73953418949739	3.7062384007442
"LINC02749"	3.32399360833915	2.90566463485015	3.23636129125939	3.08685595002977	2.98404236899766	3.30142193219865
"LINC02753"	3.83469682064225	3.92135533958176	3.85420727601296	3.87255803805007	3.7651639898142	4.00093087680979
"LINC02754"	5.80946132299886	5.46729667684273	5.54700617419712	5.58409816467966	5.54658490015954	5.59443457789847
"LINC02762"	4.44347997409885	4.34684387843257	4.37183680700892	4.51443683519317	4.50958634398525	4.7579553710809
"LINC02763"	2.88397198859465	3.0049556034968	2.94588233817999	3.00337428293517	3.10862208881692	2.89746544045054
"LINC02770"	3.12386412407027	3.00774366543315	2.98348241485075	3.12779357589863	3.0931760572978	3.11909439514715
"LINC02777"	3.87207990596486	3.85154792568663	3.92143852425909	3.84547976538022	3.91651006079908	3.85157905008122
"LINC02790"	3.50006417423853	3.27197431429724	3.37496110538492	3.69991552834745	3.65874843350354	3.8060748680836
"LINC02796"	3.52490163377556	2.98574353934403	2.97795506053578	3.01420061605899	2.89212610057006	3.01803807332663
"LINC02798"	3.20136417248436	3.15338336597803	3.03807435857238	3.11074635913758	3.25233130645132	3.15779136099999
"LINC02800"	3.24293895458052	3.41648341342358	3.3448873151693	3.31343885248101	3.29771862520516	3.35386310642825
"LINC02802"	5.07675532710833	4.44450449458603	4.71162387825187	4.82153094773576	4.59076611295928	5.27056726509388
"LINC02804"	3.83540875703214	3.9677627299798	3.87829795489873	4.2370868717597	4.00644804460796	4.15586375564711
"LINC02805"	3.35626571426902	3.24486589260664	3.382108421144	3.25164954932082	3.37590711841309	3.29050963749157
"LINC02806"	5.20994175554117	5.01705095350555	5.53065290633802	5.09193184787116	5.19765423842169	5.58880805529392
"LINC02809"	5.34936436934735	5.66930024152342	5.75961741160466	5.6450776355325	5.6729851148918	5.70495222448533
