"ID_REF"	"GSM687236"	"GSM687237"	"GSM687238"	"GSM687239"	"GSM687240"	"GSM687241"	"GSM687242"	"GSM687243"	"GSM198943"	"GSM198944"	"GSM198945"
"A1BG-AS1"	"4.4910835425267"	"4.76129817389839"	"4.73253314641487"	"4.68603601071839"	"4.51601668352998"	"4.65190782493448"	"4.60725162777326"	"4.69426518167197"	"4.71027246543352"	"4.60657121657239"	"4.52845452868842"
"A2M-AS1"	"5.49185141729839"	"5.37222173848975"	"4.86015984734033"	"5.49911880287955"	"4.93275456632586"	"4.74986227586066"	"5.01785356256438"	"4.98194025657988"	"4.88183054707187"	"5.50625499471264"	"5.06246086559201"
"AA06"	"4.69550512641737"	"4.3377454976773"	"5.09927640730928"	"4.66097481352493"	"4.46103981885455"	"4.21830162470328"	"4.39003761320281"	"4.36775523795862"	"4.53239731510158"	"4.41223643229486"	"4.78532946398976"
"AATBC"	"4.47515524781509"	"4.88119143789071"	"5.86827890627211"	"4.37388160401166"	"4.79573408767341"	"5.18350828365081"	"4.42498683306276"	"4.42405094528844"	"4.70601452120138"	"4.8391474607042"	"5.06713792629551"
"ABALON"	"5.74494228676485"	"5.82356942496277"	"5.68211379111005"	"5.59465421830012"	"6.13167384306927"	"6.03240560353857"	"5.96788624185012"	"5.94259010685671"	"5.72224736813339"	"5.95607163230298"	"5.96054180274827"
"ABCA9-AS1"	"3.46319099970739"	"3.42372546661759"	"3.56099991545237"	"3.36508203078745"	"3.60741875953721"	"3.45245482693158"	"3.51259070419453"	"3.42067426432062"	"3.35010517653295"	"3.46175581172927"	"3.53529018255009"
"AC000032.1"	"7.200371466401"	"6.92017832131272"	"6.71753798728252"	"7.00250556501252"	"7.32542193946952"	"7.47032989044977"	"6.93923568627869"	"7.49532169035882"	"7.27912745474653"	"7.33777663581668"	"6.91692331673085"
"AC000068.2"	"9.77067044179919"	"10.0489351790784"	"9.98490682823146"	"9.68855467186715"	"10.0887338034069"	"10.1457590683424"	"9.97052511794096"	"10.04813596243"	"9.68074991129959"	"10.0064709933034"	"10.3650133178472"
"AC000120.1"	"8.44112663632364"	"8.300050720144"	"8.57947400580287"	"8.87875606214635"	"7.52572219901758"	"7.62657706499713"	"7.81713879673023"	"8.39745693308434"	"8.32512664635705"	"8.23220826127981"	"8.26855225795229"
"AC000123.2"	"4.55345460673492"	"4.53579294774428"	"4.87444134407241"	"4.79502047259175"	"4.50387812606977"	"4.00276956567837"	"4.84710508126015"	"4.83727426522162"	"4.95511732555899"	"4.57122751579184"	"4.44099794362407"
"AC000123.3"	"4.80679171098876"	"5.23786526161936"	"4.82741384908733"	"5.05787367920987"	"4.835358361369"	"4.56839555291115"	"5.03122385319858"	"4.75932024140971"	"5.17705000996397"	"4.94241867143791"	"4.59953273858792"
"AC002044.1"	"11.3928133815046"	"11.2950478725015"	"11.5585178212616"	"11.2317995440138"	"11.1188509323149"	"11.2654833682032"	"11.2010083628929"	"11.4534297572951"	"11.0175244433788"	"11.4159802539974"	"11.4682758618328"
"AC002059.1"	"4.40028141102728"	"4.58710115601211"	"4.35771156639504"	"4.53009422362958"	"4.49658449195475"	"4.90189976464034"	"4.69558479495711"	"4.79143261576356"	"4.44258562981247"	"4.69212502737364"	"4.68490103382786"
"AC002064.1"	"3.99595684278184"	"4.40007865429592"	"4.24861793591505"	"3.99978518475325"	"4.67709571986676"	"4.21107164549023"	"4.62601078698364"	"4.70944467376546"	"4.23093410208357"	"4.68712601192921"	"4.21701565349302"
"AC002070.1"	"3.86413434678043"	"4.18992043050237"	"4.25030542149778"	"3.96953948503146"	"4.02990909741602"	"4.2077150555436"	"4.46034377608682"	"3.93693967289446"	"4.00218690914291"	"4.32430494070568"	"4.04927945552741"
"AC002094.1"	"6.9301409764481"	"7.09769599669494"	"7.10135343962299"	"6.93805142687489"	"7.68789718949242"	"7.71332885855689"	"7.59797823890131"	"7.64765602487611"	"7.36516232623973"	"7.44197680440573"	"7.41868989697352"
"AC002094.2"	"7.96246778156495"	"7.97901875725093"	"8.10381949685484"	"7.8387357122226"	"8.26982284193191"	"8.19596232024599"	"8.17983497592324"	"8.18855632234889"	"8.1259259365499"	"8.14220174601023"	"8.00741313711973"
"AC002116.1"	"7.70474920518972"	"7.54179987299716"	"7.69598810756154"	"7.86657503331007"	"8.12972781743807"	"8.27427610517955"	"7.86976223921784"	"7.89242620473711"	"7.42334303146753"	"8.05657050456428"	"8.36283092916797"
"AC002310.1"	"4.62931678430449"	"4.77203294995384"	"4.84553709194338"	"5.40071934830616"	"4.7849666221518"	"4.96886443071642"	"4.69488550829884"	"4.96012923248812"	"4.79109720753274"	"4.72131148746372"	"5.2527179619431"
"AC002310.2"	"4.16837666927583"	"4.43975186209451"	"4.13498435172933"	"4.2950021833987"	"4.32319591372972"	"4.21166962099441"	"4.19844872912666"	"4.28297226441005"	"4.27639692495883"	"4.30989204375478"	"4.11872379473011"
"AC002347.2"	"6.95242834244608"	"6.95615918032299"	"6.58377181975218"	"6.51848653658077"	"7.31158909384568"	"7.33265268584335"	"6.83133964574407"	"7.05595792985425"	"7.17757040329827"	"6.78077191817548"	"7.07499197759626"
"AC002398.1"	"6.01369732163869"	"6.01596468168011"	"5.99962473897066"	"6.16272124581828"	"5.96103494013652"	"5.86789024640613"	"6.02442524492571"	"6.00018516386339"	"5.80741787109355"	"6.10308017760901"	"6.0078804131703"
